2150.0,6763.0,0.0,10.0,2150.0
6763.0,20875.0,461.3,15.0,6763.0
20875.0,39950.0,2578.1,25.0,20875.0
39950.0,59763.0,7346.85,28.0,39950.0
59763.0,105025.0,12894.49,33.0,59763.0
105025.0,118363.0,27830.95,35.0,105025.0
118363.0,0.0,32499.25,39.6,118363.0
