33.1,104.0,0.0,10.0,33.1
104.0,321.2,7.09,15.0,104.0
321.2,614.6,39.67,25.0,321.2
614.6,919.4,113.02,28.0,614.6
919.4,1615.8,198.36,33.0,919.4
1615.8,1821.0,428.17,35.0,1615.8
1821.0,0.0,499.99,39.6,1821.0
